com.fasterxml.jackson.core,jackson-databind,2.4.2,"[['CVE-2020-36181', '8.1', 'HIGH'], ['CVE-2020-8840', '9.8', 'CRITICAL'], ['CVE-2019-12814', '5.9', 'MEDIUM'], ['CVE-2019-20330', '9.8', 'CRITICAL'], ['CVE-2020-35491', '8.1', 'HIGH'], ['CVE-2020-35490', '8.1', 'HIGH'], ['CVE-2019-17531', '9.8', 'CRITICAL'], ['CVE-2019-14439', '7.5', 'HIGH'], ['CVE-2020-36518', '7.5', 'HIGH'], ['CVE-2019-16942', '9.8', 'CRITICAL'], ['CVE-2020-24750', '8.1', 'HIGH'], ['CVE-2020-36184', '8.1', 'HIGH'], ['CVE-2020-36189', '8.1', 'HIGH'], ['CVE-2018-14719', '9.8', 'CRITICAL'], ['CVE-2019-14540', '9.8', 'CRITICAL'], ['CVE-2019-16943', '9.8', 'CRITICAL'], ['CVE-2020-36185', '8.1', 'HIGH'], ['CVE-2020-36183', '8.1', 'HIGH'], ['CVE-2020-36188', '8.1', 'HIGH'], ['CVE-2020-36186', '8.1', 'HIGH'], ['CVE-2020-36182', '8.1', 'HIGH'], ['CVE-2021-20190', '8.1', 'HIGH'], ['CVE-2020-9547', '9.8', 'CRITICAL'], ['CVE-2019-16335', '9.8', 'CRITICAL'], ['CVE-2018-7489', '9.8', 'CRITICAL'], ['CVE-2019-12086', '7.5', 'HIGH'], ['CVE-2020-10673', '8.8', 'HIGH'], ['CVE-2020-36179', '8.1', 'HIGH'], ['CVE-2017-15095', '9.8', 'CRITICAL'], ['CVE-2017-7525', '9.8', 'CRITICAL'], ['CVE-2020-36180', '8.1', 'HIGH'], ['CVE-2018-11307', '9.8', 'CRITICAL'], ['CVE-2019-12384', '5.9', 'MEDIUM'], ['CVE-2019-14379', '9.8', 'CRITICAL'], ['CVE-2019-14892', '9.8', 'CRITICAL'], ['CVE-2020-25649', '7.5', 'HIGH'], ['CVE-2018-12022', '7.5', 'HIGH'], ['CVE-2020-9548', '9.8', 'CRITICAL'], ['CVE-2020-24616', '8.1', 'HIGH'], ['CVE-2017-17485', '9.8', 'CRITICAL'], ['CVE-2018-14718', '9.8', 'CRITICAL'], ['CVE-2020-36187', '8.1', 'HIGH'], ['CVE-2018-5968', '8.1', 'HIGH'], ['CVE-2019-17267', '9.8', 'CRITICAL']]",8.681818181818185,382.00000000000017
com.fasterxml.jackson.dataformat,jackson-dataformat-xml,2.4.2,"[['CVE-2016-3720', '9.8', 'CRITICAL'], ['CVE-2016-7051', '8.6', 'HIGH']]",9.2,18.4
com.fasterxml.jackson.core,jackson-databind,2.4.1.3,"[['CVE-2020-36181', '8.1', 'HIGH'], ['CVE-2020-8840', '9.8', 'CRITICAL'], ['CVE-2019-12814', '5.9', 'MEDIUM'], ['CVE-2019-20330', '9.8', 'CRITICAL'], ['CVE-2020-35491', '8.1', 'HIGH'], ['CVE-2020-35490', '8.1', 'HIGH'], ['CVE-2019-17531', '9.8', 'CRITICAL'], ['CVE-2019-14439', '7.5', 'HIGH'], ['CVE-2020-36518', '7.5', 'HIGH'], ['CVE-2019-16942', '9.8', 'CRITICAL'], ['CVE-2020-24750', '8.1', 'HIGH'], ['CVE-2020-36184', '8.1', 'HIGH'], ['CVE-2020-36189', '8.1', 'HIGH'], ['CVE-2018-14719', '9.8', 'CRITICAL'], ['CVE-2019-14540', '9.8', 'CRITICAL'], ['CVE-2019-16943', '9.8', 'CRITICAL'], ['CVE-2020-36185', '8.1', 'HIGH'], ['CVE-2020-36183', '8.1', 'HIGH'], ['CVE-2020-36188', '8.1', 'HIGH'], ['CVE-2020-36186', '8.1', 'HIGH'], ['CVE-2020-36182', '8.1', 'HIGH'], ['CVE-2021-20190', '8.1', 'HIGH'], ['CVE-2020-9547', '9.8', 'CRITICAL'], ['CVE-2019-16335', '9.8', 'CRITICAL'], ['CVE-2018-7489', '9.8', 'CRITICAL'], ['CVE-2019-12086', '7.5', 'HIGH'], ['CVE-2020-10673', '8.8', 'HIGH'], ['CVE-2020-36179', '8.1', 'HIGH'], ['CVE-2017-15095', '9.8', 'CRITICAL'], ['CVE-2017-7525', '9.8', 'CRITICAL'], ['CVE-2020-36180', '8.1', 'HIGH'], ['CVE-2018-11307', '9.8', 'CRITICAL'], ['CVE-2019-12384', '5.9', 'MEDIUM'], ['CVE-2019-14379', '9.8', 'CRITICAL'], ['CVE-2019-14892', '9.8', 'CRITICAL'], ['CVE-2020-25649', '7.5', 'HIGH'], ['CVE-2018-12022', '7.5', 'HIGH'], ['CVE-2020-9548', '9.8', 'CRITICAL'], ['CVE-2020-24616', '8.1', 'HIGH'], ['CVE-2017-17485', '9.8', 'CRITICAL'], ['CVE-2018-14718', '9.8', 'CRITICAL'], ['CVE-2020-36187', '8.1', 'HIGH'], ['CVE-2018-5968', '8.1', 'HIGH'], ['CVE-2019-17267', '9.8', 'CRITICAL']]",8.681818181818185,382.00000000000017
com.fasterxml.jackson.dataformat,jackson-dataformat-xml,2.4.1,"[['CVE-2016-3720', '9.8', 'CRITICAL'], ['CVE-2016-7051', '8.6', 'HIGH']]",9.2,18.4
ch.qos.logback,logback-classic,1.0.13,"[['CVE-2017-5929', '9.8', 'CRITICAL']]",9.8,9.8
com.fasterxml.jackson.core,jackson-databind,2.4.1.1,"[['CVE-2020-36181', '8.1', 'HIGH'], ['CVE-2020-8840', '9.8', 'CRITICAL'], ['CVE-2019-12814', '5.9', 'MEDIUM'], ['CVE-2019-20330', '9.8', 'CRITICAL'], ['CVE-2020-35491', '8.1', 'HIGH'], ['CVE-2020-35490', '8.1', 'HIGH'], ['CVE-2019-17531', '9.8', 'CRITICAL'], ['CVE-2019-14439', '7.5', 'HIGH'], ['CVE-2020-36518', '7.5', 'HIGH'], ['CVE-2019-16942', '9.8', 'CRITICAL'], ['CVE-2020-24750', '8.1', 'HIGH'], ['CVE-2020-36184', '8.1', 'HIGH'], ['CVE-2020-36189', '8.1', 'HIGH'], ['CVE-2018-14719', '9.8', 'CRITICAL'], ['CVE-2019-14540', '9.8', 'CRITICAL'], ['CVE-2019-16943', '9.8', 'CRITICAL'], ['CVE-2020-36185', '8.1', 'HIGH'], ['CVE-2020-36183', '8.1', 'HIGH'], ['CVE-2020-36188', '8.1', 'HIGH'], ['CVE-2020-36186', '8.1', 'HIGH'], ['CVE-2020-36182', '8.1', 'HIGH'], ['CVE-2021-20190', '8.1', 'HIGH'], ['CVE-2020-9547', '9.8', 'CRITICAL'], ['CVE-2019-16335', '9.8', 'CRITICAL'], ['CVE-2018-7489', '9.8', 'CRITICAL'], ['CVE-2019-12086', '7.5', 'HIGH'], ['CVE-2020-10673', '8.8', 'HIGH'], ['CVE-2020-36179', '8.1', 'HIGH'], ['CVE-2017-15095', '9.8', 'CRITICAL'], ['CVE-2017-7525', '9.8', 'CRITICAL'], ['CVE-2020-36180', '8.1', 'HIGH'], ['CVE-2018-11307', '9.8', 'CRITICAL'], ['CVE-2019-12384', '5.9', 'MEDIUM'], ['CVE-2019-14379', '9.8', 'CRITICAL'], ['CVE-2019-14892', '9.8', 'CRITICAL'], ['CVE-2020-25649', '7.5', 'HIGH'], ['CVE-2018-12022', '7.5', 'HIGH'], ['CVE-2020-9548', '9.8', 'CRITICAL'], ['CVE-2020-24616', '8.1', 'HIGH'], ['CVE-2017-17485', '9.8', 'CRITICAL'], ['CVE-2018-14718', '9.8', 'CRITICAL'], ['CVE-2020-36187', '8.1', 'HIGH'], ['CVE-2018-5968', '8.1', 'HIGH'], ['CVE-2019-17267', '9.8', 'CRITICAL']]",8.681818181818185,382.00000000000017
com.fasterxml.jackson.dataformat,jackson-dataformat-xml,2.3.3,"[['CVE-2016-3720', '9.8', 'CRITICAL'], ['CVE-2016-7051', '8.6', 'HIGH']]",9.2,18.4
com.fasterxml.jackson.core,jackson-databind,2.2.2,"[['CVE-2020-36181', '8.1', 'HIGH'], ['CVE-2020-8840', '9.8', 'CRITICAL'], ['CVE-2019-12814', '5.9', 'MEDIUM'], ['CVE-2019-20330', '9.8', 'CRITICAL'], ['CVE-2020-35491', '8.1', 'HIGH'], ['CVE-2020-35490', '8.1', 'HIGH'], ['CVE-2019-17531', '9.8', 'CRITICAL'], ['CVE-2019-14439', '7.5', 'HIGH'], ['CVE-2020-36518', '7.5', 'HIGH'], ['CVE-2019-16942', '9.8', 'CRITICAL'], ['CVE-2020-24750', '8.1', 'HIGH'], ['CVE-2020-36184', '8.1', 'HIGH'], ['CVE-2020-36189', '8.1', 'HIGH'], ['CVE-2018-14719', '9.8', 'CRITICAL'], ['CVE-2019-14540', '9.8', 'CRITICAL'], ['CVE-2019-16943', '9.8', 'CRITICAL'], ['CVE-2020-36185', '8.1', 'HIGH'], ['CVE-2020-36183', '8.1', 'HIGH'], ['CVE-2020-36188', '8.1', 'HIGH'], ['CVE-2020-36186', '8.1', 'HIGH'], ['CVE-2020-36182', '8.1', 'HIGH'], ['CVE-2021-20190', '8.1', 'HIGH'], ['CVE-2020-9547', '9.8', 'CRITICAL'], ['CVE-2019-16335', '9.8', 'CRITICAL'], ['CVE-2018-7489', '9.8', 'CRITICAL'], ['CVE-2019-12086', '7.5', 'HIGH'], ['CVE-2020-10673', '8.8', 'HIGH'], ['CVE-2020-36179', '8.1', 'HIGH'], ['CVE-2017-15095', '9.8', 'CRITICAL'], ['CVE-2017-7525', '9.8', 'CRITICAL'], ['CVE-2020-36180', '8.1', 'HIGH'], ['CVE-2018-11307', '9.8', 'CRITICAL'], ['CVE-2019-12384', '5.9', 'MEDIUM'], ['CVE-2019-14379', '9.8', 'CRITICAL'], ['CVE-2019-14892', '9.8', 'CRITICAL'], ['CVE-2020-25649', '7.5', 'HIGH'], ['CVE-2018-12022', '7.5', 'HIGH'], ['CVE-2020-9548', '9.8', 'CRITICAL'], ['CVE-2020-24616', '8.1', 'HIGH'], ['CVE-2017-17485', '9.8', 'CRITICAL'], ['CVE-2018-14718', '9.8', 'CRITICAL'], ['CVE-2020-36187', '8.1', 'HIGH'], ['CVE-2018-5968', '8.1', 'HIGH'], ['CVE-2019-17267', '9.8', 'CRITICAL']]",8.681818181818185,382.00000000000017
com.h2database,h2,1.3.173,"[['CVE-2021-23463', '9.1', 'CRITICAL'], ['CVE-2021-42392', '9.8', 'CRITICAL'], ['CVE-2022-23221', '9.8', 'CRITICAL']]",9.566666666666666,28.7
com.fasterxml.jackson.core,jackson-databind,2.2.1,"[['CVE-2020-36181', '8.1', 'HIGH'], ['CVE-2020-8840', '9.8', 'CRITICAL'], ['CVE-2019-12814', '5.9', 'MEDIUM'], ['CVE-2019-20330', '9.8', 'CRITICAL'], ['CVE-2020-35491', '8.1', 'HIGH'], ['CVE-2020-35490', '8.1', 'HIGH'], ['CVE-2019-17531', '9.8', 'CRITICAL'], ['CVE-2019-14439', '7.5', 'HIGH'], ['CVE-2020-36518', '7.5', 'HIGH'], ['CVE-2019-16942', '9.8', 'CRITICAL'], ['CVE-2020-24750', '8.1', 'HIGH'], ['CVE-2020-36184', '8.1', 'HIGH'], ['CVE-2020-36189', '8.1', 'HIGH'], ['CVE-2018-14719', '9.8', 'CRITICAL'], ['CVE-2019-14540', '9.8', 'CRITICAL'], ['CVE-2019-16943', '9.8', 'CRITICAL'], ['CVE-2020-36185', '8.1', 'HIGH'], ['CVE-2020-36183', '8.1', 'HIGH'], ['CVE-2020-36188', '8.1', 'HIGH'], ['CVE-2020-36186', '8.1', 'HIGH'], ['CVE-2020-36182', '8.1', 'HIGH'], ['CVE-2021-20190', '8.1', 'HIGH'], ['CVE-2020-9547', '9.8', 'CRITICAL'], ['CVE-2019-16335', '9.8', 'CRITICAL'], ['CVE-2018-7489', '9.8', 'CRITICAL'], ['CVE-2019-12086', '7.5', 'HIGH'], ['CVE-2020-10673', '8.8', 'HIGH'], ['CVE-2020-36179', '8.1', 'HIGH'], ['CVE-2017-15095', '9.8', 'CRITICAL'], ['CVE-2017-7525', '9.8', 'CRITICAL'], ['CVE-2020-36180', '8.1', 'HIGH'], ['CVE-2018-11307', '9.8', 'CRITICAL'], ['CVE-2019-12384', '5.9', 'MEDIUM'], ['CVE-2019-14379', '9.8', 'CRITICAL'], ['CVE-2019-14892', '9.8', 'CRITICAL'], ['CVE-2020-25649', '7.5', 'HIGH'], ['CVE-2018-12022', '7.5', 'HIGH'], ['CVE-2020-9548', '9.8', 'CRITICAL'], ['CVE-2020-24616', '8.1', 'HIGH'], ['CVE-2017-17485', '9.8', 'CRITICAL'], ['CVE-2018-14718', '9.8', 'CRITICAL'], ['CVE-2020-36187', '8.1', 'HIGH'], ['CVE-2018-5968', '8.1', 'HIGH'], ['CVE-2019-17267', '9.8', 'CRITICAL']]",8.681818181818185,382.00000000000017
com.h2database,h2,1.3.172,"[['CVE-2021-23463', '9.1', 'CRITICAL'], ['CVE-2021-42392', '9.8', 'CRITICAL'], ['CVE-2022-23221', '9.8', 'CRITICAL']]",9.566666666666666,28.7
com.h2database,h2,1.3.171,"[['CVE-2021-23463', '9.1', 'CRITICAL'], ['CVE-2021-42392', '9.8', 'CRITICAL'], ['CVE-2022-23221', '9.8', 'CRITICAL']]",9.566666666666666,28.7
org.codehaus.jackson,jackson-mapper-asl,1.9.2,"[['CVE-2019-10172', '7.5', 'HIGH']]",7.5,7.5
ch.qos.logback,logback-classic,1.0.0,"[['CVE-2017-5929', '9.8', 'CRITICAL']]",9.8,9.8
commons-collections,commons-collections,3.2,"[['CVE-2015-6420', '7.5', 'HIGH']]",7.5,7.5
commons-collections,commons-collections,3.1,"[['CVE-2015-6420', '7.5', 'HIGH']]",7.5,7.5
log4j,log4j,1.2.9,"[['CVE-2021-4104', '7.5', 'HIGH'], ['CVE-2019-17571', '9.8', 'CRITICAL'], ['CVE-2022-23305', '9.8', 'CRITICAL'], ['CVE-2022-23302', '8.8', 'HIGH']]",8.975000000000001,35.900000000000006
io.undertow,undertow-core,2.0.32.Final,"[['CVE-2021-20220', '4.8', 'MEDIUM'], ['CVE-2020-10687', '4.8', 'MEDIUM'], ['CVE-2020-10705', '7.5', 'HIGH'], ['CVE-2020-10719', '6.5', 'MEDIUM'], ['CVE-2020-27782', '7.5', 'HIGH']]",6.220000000000001,31.1
org.apache.httpcomponents,httpclient,4.5.10,"[['CVE-2020-13956', '5.3', 'MEDIUM']]",5.3,5.3
org.apache.tomcat.embed,tomcat-embed-core,9.0.37,"[['CVE-2021-24122', '5.9', 'MEDIUM'], ['CVE-2021-25122', '7.5', 'HIGH'], ['CVE-2020-17527', '7.5', 'HIGH'], ['CVE-2021-25329', '7.0', 'HIGH']]",6.975,27.9
org.eclipse.jetty,jetty-server,9.4.31.v20200723,"[['CVE-2020-27218', '4.8', 'MEDIUM'], ['CVE-2021-34428', '3.5', 'LOW'], ['CVE-2020-27223', '5.3', 'MEDIUM']]",4.533333333333334,13.600000000000001
io.undertow,undertow-core,2.0.31.Final,"[['CVE-2021-20220', '4.8', 'MEDIUM'], ['CVE-2020-10687', '4.8', 'MEDIUM'], ['CVE-2020-10705', '7.5', 'HIGH'], ['CVE-2020-10719', '6.5', 'MEDIUM'], ['CVE-2020-27782', '7.5', 'HIGH']]",6.220000000000001,31.1
io.undertow,undertow-core,2.0.30.Final,"[['CVE-2021-20220', '4.8', 'MEDIUM'], ['CVE-2020-10687', '4.8', 'MEDIUM'], ['CVE-2020-10705', '7.5', 'HIGH'], ['CVE-2020-10719', '6.5', 'MEDIUM'], ['CVE-2020-27782', '7.5', 'HIGH']]",6.220000000000001,31.1
org.eclipse.jetty,jetty-server,9.4.30.v20200611,"[['CVE-2020-27218', '4.8', 'MEDIUM'], ['CVE-2021-34428', '3.5', 'LOW'], ['CVE-2020-27223', '5.3', 'MEDIUM']]",4.533333333333334,13.600000000000001
org.apache.tomcat.embed,tomcat-embed-core,9.0.36,"[['CVE-2021-24122', '5.9', 'MEDIUM'], ['CVE-2021-25122', '7.5', 'HIGH'], ['CVE-2020-17527', '7.5', 'HIGH'], ['CVE-2021-25329', '7.0', 'HIGH']]",6.975,27.9
org.eclipse.jetty,jetty-server,9.4.29.v20200521,"[['CVE-2020-27218', '4.8', 'MEDIUM'], ['CVE-2021-34428', '3.5', 'LOW'], ['CVE-2019-17638', '9.4', 'CRITICAL'], ['CVE-2020-27223', '5.3', 'MEDIUM']]",5.750000000000001,23.000000000000004
org.apache.tomcat.embed,tomcat-embed-core,9.0.34,"[['CVE-2021-25122', '7.5', 'HIGH'], ['CVE-2020-17527', '7.5', 'HIGH'], ['CVE-2021-25329', '7.0', 'HIGH'], ['CVE-2021-24122', '5.9', 'MEDIUM'], ['CVE-2020-9484', '7.0', 'HIGH']]",6.9799999999999995,34.9
org.eclipse.jetty,jetty-server,9.4.28.v20200408,"[['CVE-2020-27218', '4.8', 'MEDIUM'], ['CVE-2021-34428', '3.5', 'LOW'], ['CVE-2019-17638', '9.4', 'CRITICAL'], ['CVE-2020-27223', '5.3', 'MEDIUM']]",5.750000000000001,23.000000000000004
io.undertow,undertow-core,2.0.29.Final,"[['CVE-2021-20220', '4.8', 'MEDIUM'], ['CVE-2020-10687', '4.8', 'MEDIUM'], ['CVE-2020-10705', '7.5', 'HIGH'], ['CVE-2020-10719', '6.5', 'MEDIUM'], ['CVE-2020-27782', '7.5', 'HIGH']]",6.220000000000001,31.1
org.apache.tomcat.embed,tomcat-embed-core,9.0.31,"[['CVE-2021-25122', '7.5', 'HIGH'], ['CVE-2020-17527', '7.5', 'HIGH'], ['CVE-2021-25329', '7.0', 'HIGH'], ['CVE-2021-24122', '5.9', 'MEDIUM'], ['CVE-2020-9484', '7.0', 'HIGH']]",6.9799999999999995,34.9
org.eclipse.jetty,jetty-server,9.4.26.v20200117,"[['CVE-2020-27218', '4.8', 'MEDIUM'], ['CVE-2021-34428', '3.5', 'LOW'], ['CVE-2020-27223', '5.3', 'MEDIUM']]",4.533333333333334,13.600000000000001
org.apache.tomcat.embed,tomcat-embed-core,9.0.30,"[['CVE-2019-17569', '4.8', 'MEDIUM'], ['CVE-2020-1935', '4.8', 'MEDIUM'], ['CVE-2020-1938', '9.8', 'CRITICAL'], ['CVE-2021-25122', '7.5', 'HIGH'], ['CVE-2020-17527', '7.5', 'HIGH'], ['CVE-2021-25329', '7.0', 'HIGH'], ['CVE-2021-24122', '5.9', 'MEDIUM'], ['CVE-2020-9484', '7.0', 'HIGH']]",6.7875,54.3
org.eclipse.jetty,jetty-server,9.4.25.v20191220,"[['CVE-2020-27218', '4.8', 'MEDIUM'], ['CVE-2021-34428', '3.5', 'LOW'], ['CVE-2020-27223', '5.3', 'MEDIUM']]",4.533333333333334,13.600000000000001
io.undertow,undertow-core,2.0.28.Final,"[['CVE-2021-20220', '4.8', 'MEDIUM'], ['CVE-2020-10687', '4.8', 'MEDIUM'], ['CVE-2020-10705', '7.5', 'HIGH'], ['CVE-2020-10719', '6.5', 'MEDIUM'], ['CVE-2020-27782', '7.5', 'HIGH']]",6.220000000000001,31.1
org.apache.tomcat.embed,tomcat-embed-core,9.0.29,"[['CVE-2019-17569', '4.8', 'MEDIUM'], ['CVE-2020-1935', '4.8', 'MEDIUM'], ['CVE-2020-1938', '9.8', 'CRITICAL'], ['CVE-2021-25122', '7.5', 'HIGH'], ['CVE-2020-17527', '7.5', 'HIGH'], ['CVE-2021-25329', '7.0', 'HIGH'], ['CVE-2019-17563', '7.5', 'HIGH'], ['CVE-2021-24122', '5.9', 'MEDIUM'], ['CVE-2020-9484', '7.0', 'HIGH']]",6.866666666666666,61.8
org.eclipse.jetty,jetty-server,9.4.24.v20191120,"[['CVE-2020-27218', '4.8', 'MEDIUM'], ['CVE-2021-34428', '3.5', 'LOW'], ['CVE-2020-27223', '5.3', 'MEDIUM']]",4.533333333333334,13.600000000000001
io.undertow,undertow-core,2.0.27.Final,"[['CVE-2021-20220', '4.8', 'MEDIUM'], ['CVE-2020-10687', '4.8', 'MEDIUM'], ['CVE-2020-10705', '7.5', 'HIGH'], ['CVE-2020-10719', '6.5', 'MEDIUM'], ['CVE-2020-27782', '7.5', 'HIGH']]",6.220000000000001,31.1
org.apache.tomcat.embed,tomcat-embed-core,9.0.27,"[['CVE-2020-1935', '4.8', 'MEDIUM'], ['CVE-2020-1938', '9.8', 'CRITICAL'], ['CVE-2021-25122', '7.5', 'HIGH'], ['CVE-2020-17527', '7.5', 'HIGH'], ['CVE-2019-12418', '7.0', 'HIGH'], ['CVE-2021-25329', '7.0', 'HIGH'], ['CVE-2019-17563', '7.5', 'HIGH'], ['CVE-2021-24122', '5.9', 'MEDIUM'], ['CVE-2020-9484', '7.0', 'HIGH']]",7.111111111111111,64.0
org.eclipse.jetty,jetty-server,9.4.21.v20190926,"[['CVE-2020-27218', '4.8', 'MEDIUM'], ['CVE-2021-34428', '3.5', 'LOW'], ['CVE-2019-17632', '6.1', 'MEDIUM'], ['CVE-2020-27223', '5.3', 'MEDIUM']]",4.925,19.7
io.netty,netty-all,4.1.39.Final,"[['CVE-2019-16869', '7.5', 'HIGH']]",7.5,7.5
io.undertow,undertow-core,2.0.26.Final,"[['CVE-2021-20220', '4.8', 'MEDIUM'], ['CVE-2020-10687', '4.8', 'MEDIUM'], ['CVE-2020-10705', '7.5', 'HIGH'], ['CVE-2020-10719', '6.5', 'MEDIUM'], ['CVE-2020-27782', '7.5', 'HIGH']]",6.220000000000001,31.1
org.apache.tomcat.embed,tomcat-embed-core,9.0.26,"[['CVE-2020-1935', '4.8', 'MEDIUM'], ['CVE-2020-1938', '9.8', 'CRITICAL'], ['CVE-2021-25122', '7.5', 'HIGH'], ['CVE-2020-17527', '7.5', 'HIGH'], ['CVE-2019-12418', '7.0', 'HIGH'], ['CVE-2021-25329', '7.0', 'HIGH'], ['CVE-2019-17563', '7.5', 'HIGH'], ['CVE-2021-24122', '5.9', 'MEDIUM'], ['CVE-2020-9484', '7.0', 'HIGH']]",7.111111111111111,64.0
org.eclipse.jetty,jetty-server,9.4.20.v20190813,"[['CVE-2020-27218', '4.8', 'MEDIUM'], ['CVE-2021-34428', '3.5', 'LOW'], ['CVE-2020-27223', '5.3', 'MEDIUM']]",4.533333333333334,13.600000000000001
io.netty,netty-all,4.1.38.Final,"[['CVE-2019-16869', '7.5', 'HIGH']]",7.5,7.5
io.projectreactor.netty,reactor-netty,0.8.10.RELEASE,"[['CVE-2019-11284', '8.6', 'HIGH']]",8.6,8.6
io.undertow,undertow-core,2.0.23.Final,"[['CVE-2021-20220', '4.8', 'MEDIUM'], ['CVE-2020-10687', '4.8', 'MEDIUM'], ['CVE-2020-10705', '7.5', 'HIGH'], ['CVE-2020-10719', '6.5', 'MEDIUM'], ['CVE-2020-27782', '7.5', 'HIGH']]",6.220000000000001,31.1
org.apache.httpcomponents,httpclient,4.5.9,"[['CVE-2020-13956', '5.3', 'MEDIUM']]",5.3,5.3
org.apache.tomcat.embed,tomcat-embed-core,9.0.22,"[['CVE-2020-1935', '4.8', 'MEDIUM'], ['CVE-2020-1938', '9.8', 'CRITICAL'], ['CVE-2021-25122', '7.5', 'HIGH'], ['CVE-2020-17527', '7.5', 'HIGH'], ['CVE-2019-12418', '7.0', 'HIGH'], ['CVE-2021-25329', '7.0', 'HIGH'], ['CVE-2019-17563', '7.5', 'HIGH'], ['CVE-2021-24122', '5.9', 'MEDIUM'], ['CVE-2020-9484', '7.0', 'HIGH']]",7.111111111111111,64.0
org.eclipse.jetty,jetty-server,9.4.19.v20190610,"[['CVE-2020-27218', '4.8', 'MEDIUM'], ['CVE-2021-34428', '3.5', 'LOW'], ['CVE-2020-27223', '5.3', 'MEDIUM']]",4.533333333333334,13.600000000000001
io.netty,netty-all,4.1.36.Final,"[['CVE-2019-16869', '7.5', 'HIGH']]",7.5,7.5
io.projectreactor.netty,reactor-netty,0.8.9.RELEASE,"[['CVE-2019-11284', '8.6', 'HIGH']]",8.6,8.6
io.undertow,undertow-core,2.0.21.Final,"[['CVE-2021-20220', '4.8', 'MEDIUM'], ['CVE-2020-10687', '4.8', 'MEDIUM'], ['CVE-2020-10705', '7.5', 'HIGH'], ['CVE-2019-10184', '7.5', 'HIGH'], ['CVE-2020-10719', '6.5', 'MEDIUM'], ['CVE-2020-27782', '7.5', 'HIGH']]",6.433333333333334,38.6
org.apache.tomcat.embed,tomcat-embed-core,9.0.21,"[['CVE-2020-1935', '4.8', 'MEDIUM'], ['CVE-2020-1938', '9.8', 'CRITICAL'], ['CVE-2021-25122', '7.5', 'HIGH'], ['CVE-2020-17527', '7.5', 'HIGH'], ['CVE-2019-12418', '7.0', 'HIGH'], ['CVE-2021-25329', '7.0', 'HIGH'], ['CVE-2019-17563', '7.5', 'HIGH'], ['CVE-2021-24122', '5.9', 'MEDIUM'], ['CVE-2020-9484', '7.0', 'HIGH']]",7.111111111111111,64.0
org.eclipse.jetty,jetty-server,9.4.18.v20190429,"[['CVE-2020-27218', '4.8', 'MEDIUM'], ['CVE-2021-34428', '3.5', 'LOW'], ['CVE-2020-27223', '5.3', 'MEDIUM']]",4.533333333333334,13.600000000000001
com.fasterxml.jackson.core,jackson-databind,2.9.8,"[['CVE-2020-36181', '8.1', 'HIGH'], ['CVE-2020-10672', '8.8', 'HIGH'], ['CVE-2020-8840', '9.8', 'CRITICAL'], ['CVE-2019-12814', '5.9', 'MEDIUM'], ['CVE-2019-20330', '9.8', 'CRITICAL'], ['CVE-2020-35491', '8.1', 'HIGH'], ['CVE-2020-35490', '8.1', 'HIGH'], ['CVE-2020-10969', '8.8', 'HIGH'], ['CVE-2019-17531', '9.8', 'CRITICAL'], ['CVE-2019-14439', '7.5', 'HIGH'], ['CVE-2020-36518', '7.5', 'HIGH'], ['CVE-2019-16942', '9.8', 'CRITICAL'], ['CVE-2020-14060', '8.1', 'HIGH'], ['CVE-2020-11111', '8.8', 'HIGH'], ['CVE-2020-24750', '8.1', 'HIGH'], ['CVE-2020-36184', '8.1', 'HIGH'], ['CVE-2020-36189', '8.1', 'HIGH'], ['CVE-2019-14540', '9.8', 'CRITICAL'], ['CVE-2019-16943', '9.8', 'CRITICAL'], ['CVE-2020-36185', '8.1', 'HIGH'], ['CVE-2020-36183', '8.1', 'HIGH'], ['CVE-2020-36188', '8.1', 'HIGH'], ['CVE-2020-36186', '8.1', 'HIGH'], ['CVE-2020-36182', '8.1', 'HIGH'], ['CVE-2021-20190', '8.1', 'HIGH'], ['CVE-2020-9547', '9.8', 'CRITICAL'], ['CVE-2020-9546', '9.8', 'CRITICAL'], ['CVE-2020-11620', '8.1', 'HIGH'], ['CVE-2019-16335', '9.8', 'CRITICAL'], ['CVE-2019-12086', '7.5', 'HIGH'], ['CVE-2020-10673', '8.8', 'HIGH'], ['CVE-2020-11112', '8.8', 'HIGH'], ['CVE-2020-36179', '8.1', 'HIGH'], ['CVE-2020-11113', '8.8', 'HIGH'], ['CVE-2020-11619', '8.1', 'HIGH'], ['CVE-2019-14893', '9.8', 'CRITICAL'], ['CVE-2020-36180', '8.1', 'HIGH'], ['CVE-2020-14195', '8.1', 'HIGH'], ['CVE-2019-12384', '5.9', 'MEDIUM'], ['CVE-2019-14379', '9.8', 'CRITICAL'], ['CVE-2020-14062', '8.1', 'HIGH'], ['CVE-2019-14892', '9.8', 'CRITICAL'], ['CVE-2020-25649', '7.5', 'HIGH'], ['CVE-2020-9548', '9.8', 'CRITICAL'], ['CVE-2020-24616', '8.1', 'HIGH'], ['CVE-2020-14061', '8.1', 'HIGH'], ['CVE-2020-10968', '8.8', 'HIGH'], ['CVE-2020-36187', '8.1', 'HIGH'], ['CVE-2019-17267', '9.8', 'CRITICAL']]",8.54693877551021,418.80000000000024
io.projectreactor.netty,reactor-netty,0.8.8.RELEASE,"[['CVE-2019-11284', '8.6', 'HIGH']]",8.6,8.6
